ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2,Label
9.05,-0.18,4.38,-0.09,-0.03,0.01,3.32,-8.51,2.74,0.10,-0.07,0.04,benar
4.79,-0.05,8.35,-0.10,0.15,0.01,3.31,-8.97,-0.56,-0.01,-0.07,-0.02,benar
6.67,0.48,7.43,-0.06,0.02,-0.04,5.70,-8.35,-1.57,-0.11,-0.03,0.07,benar
7.50,-0.59,5.87,-0.05,0.02,0.01,2.93,-9.50,-2.76,0.17,-0.02,-0.02,benar
5.38,0.53,8.29,-0.10,0.08,0.02,5.64,-8.01,-1.50,0.06,-0.03,-0.05,benar
8.07,-0.36,6.29,-0.07,0.03,-0.04,3.20,-9.73,-2.77,0.17,0.01,0.00,benar
7.89,0.19,6.02,-0.11,0.01,-0.02,2.92,-9.18,-3.60,0.08,0.03,0.06,benar
9.20,0.04,3.98,-0.11,0.07,-0.01,2.80,-9.13,2.85,-0.10,-0.14,0.04,benar
7.69,0.29,5.95,-0.15,0.01,-0.02,2.62,-8.66,-3.24,0.12,-0.03,0.02,benar
8.36,-0.04,5.73,-0.01,0.01,0.01,3.53,-8.87,-2.77,0.55,-0.72,-0.18,benar
5.74,0.38,8.15,-0.10,0.07,-0.03,5.23,-8.77,-1.40,0.07,-0.04,-0.04,benar
8.41,-0.81,5.56,-0.07,0.06,-0.01,4.46,-8.39,2.57,-0.00,-0.06,-0.01,benar
6.12,-0.13,7.65,-0.12,0.22,-0.00,4.11,-9.00,-1.10,-0.21,-0.01,-0.06,benar
9.24,-0.18,4.76,-0.10,-0.04,0.01,3.69,-8.36,2.54,-0.01,-0.01,0.10,benar
5.50,0.31,8.25,-0.10,0.07,-0.03,5.30,-8.46,-1.34,-0.02,-0.06,0.03,benar
8.92,-0.42,4.38,-0.13,0.05,0.01,3.50,-9.00,2.74,0.13,-0.09,0.01,benar
6.41,-1.12,7.43,0.02,0.22,-0.06,4.35,-8.60,-3.30,0.09,-0.14,0.09,benar
8.25,-0.75,5.35,-0.07,0.07,-0.00,4.54,-8.60,2.69,0.08,0.00,0.01,benar
8.96,-0.23,4.84,-0.16,-0.01,-0.04,3.18,-8.68,3.13,-0.12,-0.11,0.04,benar
7.76,0.96,7.53,-0.18,0.23,0.13,4.32,-6.98,-3.34,0.49,0.12,-0.20,benar
8.84,0.37,3.90,-0.17,0.05,0.00,2.72,-8.79,2.58,-0.10,-0.20,-0.09,benar
8.34,-0.23,5.88,-0.08,0.04,0.03,2.70,-9.30,-3.11,0.08,-0.12,-0.02,benar
5.17,0.06,8.27,-0.05,0.14,0.03,3.54,-9.43,-0.56,-0.02,-0.17,-0.06,benar
8.14,-0.25,5.91,-0.10,0.06,-0.01,2.65,-9.28,-2.48,0.04,-0.09,0.00,benar
5.40,-0.23,8.14,-0.11,0.01,-0.00,4.73,-8.64,-1.00,0.06,-0.07,0.05,benar
8.29,-0.36,5.71,-0.14,0.04,0.02,2.71,-9.30,-3.36,0.01,-0.12,-0.03,benar
4.71,-0.83,8.84,-0.13,-0.03,-0.00,5.64,-8.18,-1.19,0.12,-0.06,0.03,benar
8.29,-1.07,5.50,-0.09,0.07,0.00,4.30,-8.51,2.97,0.01,-0.06,0.02,benar
5.85,0.26,7.80,-0.11,0.07,-0.00,4.86,-8.65,-1.33,0.00,-0.09,-0.03,benar
8.07,-0.52,5.77,-0.07,0.01,0.02,2.36,-9.36,-3.00,0.07,-0.06,0.02,benar
8.76,-0.42,4.46,-0.14,0.04,-0.00,3.34,-8.51,2.75,0.12,0.14,0.06,benar
8.41,-0.03,5.59,-0.06,0.09,-0.03,2.39,-9.10,-3.17,-0.08,0.04,0.04,benar
7.97,-0.19,6.21,-0.12,0.02,0.01,1.74,-9.73,-1.00,-0.01,-0.12,-0.02,benar
6.09,-0.30,7.76,-0.03,0.04,0.04,4.21,-9.17,-3.25,-0.22,-0.28,0.03,benar
6.82,-0.43,6.95,-0.07,-0.06,0.03,4.02,-8.58,-3.31,0.11,-0.04,0.09,benar
4.55,0.24,8.32,-0.07,0.03,-0.00,3.94,-9.26,-0.85,0.10,-0.07,0.01,benar
7.80,-0.36,5.96,-0.06,0.05,0.00,2.66,-8.28,-3.47,0.29,0.14,-0.03,benar
5.51,0.62,8.06,-0.10,0.07,0.00,5.09,-8.41,-1.31,-0.03,-0.08,-0.01,benar
9.02,-0.47,4.64,-0.06,-0.01,-0.00,3.22,-8.56,2.72,-0.07,-0.06,0.02,benar
5.09,-0.46,8.43,-0.13,0.05,-0.03,5.49,-9.05,-0.77,-0.05,-0.08,0.06,benar
7.23,-0.93,6.70,-0.07,0.05,0.05,3.65,-9.12,-3.32,0.07,-0.08,0.03,benar
7.84,-0.50,5.78,-0.03,0.10,-0.03,2.73,-8.71,-3.27,0.27,-0.33,-0.24,benar
6.78,-0.34,7.30,-0.11,0.06,0.01,2.85,-9.61,-1.43,-0.18,-0.18,-0.04,benar
4.38,-0.01,8.92,0.01,0.23,0.12,5.76,-8.71,-0.88,0.35,-0.23,-0.09,benar
8.15,-0.34,5.20,-0.13,0.11,0.01,2.43,-9.20,-2.92,-0.06,-0.10,-0.04,benar
8.99,-0.33,4.39,-0.11,0.05,-0.01,4.17,-8.45,2.17,0.20,-0.03,0.02,benar
7.13,-0.82,6.89,-0.06,0.05,0.01,3.68,-9.11,-3.09,-0.06,0.08,0.05,benar
5.48,0.46,8.07,-0.05,0.17,0.00,5.55,-8.19,-1.84,0.08,-0.03,-0.03,benar
8.09,-0.02,5.52,-0.09,0.06,-0.02,2.45,-9.28,-2.59,0.11,-0.09,0.01,benar
5.20,0.14,8.33,-0.05,0.02,0.00,4.01,-9.24,-0.64,-0.00,-0.12,0.01,benar
5.64,-0.39,8.11,-0.03,0.13,0.02,4.26,-8.54,-1.22,0.05,-0.13,-0.03,benar
4.88,-0.71,8.55,-0.09,0.03,-0.02,5.01,-8.51,-1.30,-0.07,-0.10,0.01,benar
5.57,-0.14,7.75,-0.04,-0.01,0.03,4.45,-8.60,-1.42,0.17,-0.06,-0.03,benar
9.50,0.23,4.06,-0.12,0.01,0.03,2.44,-9.11,2.63,0.08,-0.05,0.07,benar
5.43,0.39,8.30,-0.07,0.05,-0.01,5.60,-8.27,-1.38,0.04,-0.08,0.01,benar
8.13,-0.59,5.63,-0.05,0.02,0.01,2.36,-9.12,-3.54,-0.06,-0.08,0.10,benar
6.48,-0.81,7.89,-0.06,0.06,-0.01,4.41,-8.82,-3.09,0.15,-0.13,0.08,benar
8.11,-0.33,6.32,-0.04,0.15,-0.03,2.58,-9.92,-4.13,-0.03,0.01,0.05,benar
8.88,-0.12,4.17,-0.09,0.04,-0.00,2.40,-9.33,2.90,0.01,-0.16,0.01,benar
9.16,0.13,4.61,-0.08,0.10,-0.04,4.46,-8.05,1.92,0.04,-0.12,-0.00,benar
4.89,-0.25,8.65,0.01,-0.05,-0.00,3.79,-9.68,-0.69,-0.11,-0.08,0.14,benar
7.49,-0.49,6.98,-0.19,0.04,-0.03,2.62,-9.54,-2.97,-0.07,-0.09,0.02,benar
5.90,0.45,8.03,-0.04,0.03,-0.04,5.66,-7.38,-2.15,0.03,-0.09,0.07,benar
9.09,-0.08,3.88,-0.08,0.01,-0.00,2.13,-9.17,2.61,0.13,-0.06,0.04,benar
9.16,0.41,3.79,-0.08,-0.01,-0.01,2.64,-9.23,2.87,0.16,-0.06,0.06,benar
9.22,0.21,4.18,-0.15,-0.07,0.01,3.07,-9.22,3.38,-0.05,-0.09,0.07,benar
5.43,0.33,8.40,-0.11,0.04,-0.01,5.39,-8.38,-1.36,0.00,-0.09,0.01,benar
4.93,-0.74,8.36,-0.07,0.04,-0.05,5.45,-8.61,-1.28,-0.06,-0.03,0.06,benar
4.84,-0.03,9.08,-0.24,0.08,0.04,4.15,-9.00,-0.10,0.09,0.39,-0.07,benar
9.13,0.02,4.42,-0.06,0.04,0.00,3.43,-8.93,2.71,0.14,-0.10,0.04,benar
9.23,0.41,4.05,-0.07,0.02,0.00,2.27,-9.18,3.11,0.19,-0.01,0.02,benar
5.15,-0.62,8.48,-0.09,0.01,0.00,5.12,-8.36,-0.97,0.27,-0.05,0.04,benar
9.16,-0.43,4.33,-0.12,0.04,-0.01,4.62,-8.24,2.35,0.06,-0.02,0.04,benar
5.26,-0.24,9.12,0.17,0.22,-0.08,2.90,-9.72,-0.37,-0.05,-0.06,-0.05,benar
7.17,-0.61,7.05,-0.11,0.05,0.02,4.16,-8.72,-2.17,0.05,-0.03,0.05,benar
9.22,0.32,4.02,-0.04,0.00,0.02,2.20,-9.27,3.42,0.01,-0.03,-0.00,benar
5.01,-0.24,8.23,-0.12,0.01,-0.08,5.68,-8.17,-0.87,0.02,-0.03,0.08,benar
6.89,-0.48,7.14,-0.09,0.09,0.04,2.91,-9.29,-1.75,-0.01,-0.01,-0.01,benar
8.36,-0.63,6.13,0.00,0.05,-0.03,2.95,-9.23,-3.11,0.54,0.04,-0.02,benar
8.62,-0.15,5.98,-0.21,0.15,-0.01,2.53,-9.90,-3.60,-0.38,-0.04,0.17,benar
8.13,-0.41,5.85,-0.10,0.02,-0.02,3.19,-8.99,-2.05,0.13,-0.11,-0.01,benar
5.56,0.49,8.20,-0.07,0.07,0.00,5.13,-8.53,-1.21,0.06,-0.07,0.02,benar
8.15,-0.13,5.51,-0.07,0.05,0.01,1.44,-9.40,-2.08,0.04,-0.02,-0.00,benar
5.61,0.42,7.89,-0.12,0.12,0.02,5.37,-8.43,-1.55,-0.06,-0.12,-0.07,benar
8.24,-0.24,6.13,-0.13,0.04,0.01,2.12,-9.88,-1.41,0.03,-0.03,0.01,benar
9.13,-0.09,4.16,-0.08,-0.00,-0.00,1.96,-9.18,2.79,-0.03,0.01,0.02,benar
8.60,-0.26,4.70,-0.09,0.06,-0.00,3.61,-8.99,3.21,0.08,-0.12,-0.00,benar
7.73,-0.18,5.91,-0.08,-0.05,-0.06,2.11,-9.20,-1.93,0.07,-0.03,0.20,benar
9.24,0.19,3.93,-0.12,0.05,-0.02,2.49,-9.31,3.88,-0.14,-0.01,-0.01,benar
8.32,-0.48,5.66,-0.15,0.18,0.02,3.51,-8.54,-3.29,0.07,-0.10,-0.04,benar
5.46,0.90,7.96,-0.09,0.10,-0.02,5.42,-7.98,-1.58,0.03,-0.01,-0.05,benar
9.41,0.17,3.72,-0.10,0.02,-0.02,2.36,-9.44,3.13,0.07,-0.08,0.04,benar
6.66,-0.55,7.49,-0.23,0.06,-0.10,5.57,-9.72,-2.46,-0.20,-0.04,0.10,benar
8.04,-0.09,5.86,-0.10,0.04,0.02,3.61,-8.94,-3.64,0.02,0.02,0.05,benar
4.94,-0.67,8.62,-0.08,0.01,0.00,5.12,-8.36,-0.97,0.27,-0.05,0.04,benar
9.11,-0.20,4.23,-0.13,-0.00,0.01,2.57,-9.01,2.54,0.02,-0.06,0.00,benar
4.17,-0.72,8.97,-0.06,0.08,0.01,5.91,-8.23,-1.38,0.16,-0.09,-0.00,benar
9.51,0.09,4.45,-0.15,0.04,-0.01,2.89,-9.35,3.12,0.13,-0.11,0.05,benar
8.99,-0.32,4.50,-0.09,-0.01,0.01,3.04,-8.57,3.06,0.05,0.01,0.03,benar
3.92,0.30,8.95,-0.06,0.04,-0.01,4.19,-9.01,-0.91,0.05,-0.06,0.02,benar
7.43,0.02,6.25,-0.26,-0.11,0.20,2.77,-6.83,-2.65,-0.90,-0.70,-0.33,benar
6.64,0.91,7.08,0.12,-0.27,-0.06,8.20,-14.81,-2.40,0.02,-0.74,0.07,benar
9.10,-0.46,4.55,-0.09,-0.02,-0.01,3.91,-8.71,3.30,0.10,-0.11,0.03,benar
8.61,-0.35,4.58,-0.04,0.06,0.03,4.09,-8.73,2.89,0.11,-0.07,-0.01,benar
9.28,-0.08,4.25,-0.07,-0.00,-0.01,2.36,-9.25,2.49,0.09,-0.14,0.03,benar
5.67,0.27,8.29,-0.06,0.07,0.03,4.90,-8.71,-1.02,0.01,-0.07,-0.02,benar
7.35,-0.13,6.46,-0.10,-0.00,0.00,3.42,-9.02,-3.02,-0.02,-0.09,0.03,benar
5.27,0.35,8.29,-0.09,0.01,-0.01,5.48,-8.08,-1.62,0.08,-0.05,0.06,benar
7.49,-0.17,6.22,-0.04,0.14,0.02,2.37,-8.75,-4.03,0.15,-0.14,-0.03,benar
8.06,-0.22,6.08,-0.03,0.11,0.05,3.06,-9.32,-2.60,-0.08,-0.13,-0.03,benar
5.62,0.86,8.11,-0.16,0.01,-0.07,5.45,-8.51,-1.42,0.04,-0.02,0.11,benar
10.26,-0.57,-0.75,-0.10,0.05,-0.01,10.01,0.05,-0.95,0.01,-0.07,0.01,benar
8.06,-0.10,5.32,-0.12,0.08,0.01,3.03,-9.29,-2.21,0.12,-0.04,-0.11,benar
8.24,-0.07,6.51,-0.06,-0.02,-0.06,2.45,-9.49,-2.49,0.05,-0.07,0.20,benar
8.07,-0.22,5.91,-0.10,0.01,-0.02,3.54,-9.11,-2.06,0.04,-0.07,0.06,benar
9.07,0.38,3.64,-0.13,-0.00,-0.03,2.54,-8.79,2.37,-0.10,-0.09,0.03,benar
8.29,-0.50,5.00,-0.08,0.26,-0.14,1.90,-9.65,-2.17,-0.19,-0.06,0.15,benar
8.06,0.17,5.90,-0.11,0.03,-0.01,2.02,-9.56,-2.20,0.07,-0.05,0.03,benar
9.11,-0.45,4.38,-0.12,0.02,-0.02,4.14,-8.43,2.75,0.10,-0.00,0.04,benar
9.33,0.14,3.92,-0.11,0.02,-0.02,2.46,-9.21,2.81,0.01,-0.12,0.02,benar
8.46,-0.28,5.72,-0.06,0.02,0.02,2.22,-9.97,-2.31,-0.01,-0.10,0.08,benar
5.60,-0.41,8.16,-0.15,0.04,-0.01,4.60,-8.85,-1.16,0.12,-0.00,0.00,benar
7.46,0.04,6.58,-0.08,0.13,-0.04,2.31,-9.22,-3.79,-0.01,-0.14,-0.02,benar
6.30,-0.79,7.83,-0.10,0.08,-0.01,4.42,-8.54,-3.93,0.00,-0.00,-0.02,benar
5.46,0.52,8.35,-0.09,0.07,0.01,5.50,-8.32,-1.31,0.08,-0.03,-0.03,benar
8.01,-0.09,6.00,-0.09,0.00,-0.01,2.01,-8.67,-3.29,-0.03,0.00,0.07,benar
5.89,0.98,7.86,-0.10,0.06,-0.02,5.54,-8.35,-1.90,0.01,-0.08,0.01,benar
4.73,-0.35,8.77,-0.14,-0.01,-0.02,4.94,-8.93,-1.17,0.09,0.01,0.04,benar
7.79,-0.28,6.17,-0.07,0.07,-0.01,2.30,-9.09,-3.70,0.09,-0.08,0.02,benar
8.84,-0.04,5.39,-0.15,-0.04,-0.03,4.53,-9.09,2.76,0.00,-0.08,0.07,benar
7.94,-0.14,5.86,-0.13,0.01,-0.02,1.92,-9.97,-2.49,-0.01,-0.07,-0.00,benar
7.64,0.16,5.96,0.10,0.00,-0.10,3.57,-5.53,-3.46,1.06,0.59,-0.15,benar
5.86,-0.37,8.44,-0.01,0.11,-0.04,4.48,-8.68,-2.94,0.03,-0.19,0.15,benar
5.16,-0.27,8.18,-0.18,-0.02,-0.02,3.33,-9.19,-0.65,0.09,-0.01,0.05,benar
5.71,0.00,7.94,-0.11,0.13,-0.01,4.21,-8.86,-0.99,0.19,-0.02,-0.08,benar
7.95,-0.49,6.05,0.05,0.11,-0.04,2.12,-8.50,-3.63,0.06,-0.03,0.05,benar
4.93,-0.75,8.55,-0.10,0.10,-0.00,5.03,-8.28,-1.17,-0.15,-0.10,-0.02,benar
6.23,0.32,7.71,-0.10,0.06,-0.00,5.58,-8.17,-1.35,0.00,-0.06,0.04,benar
7.16,-1.23,6.91,-0.04,0.01,-0.01,3.79,-8.94,-2.51,-0.02,-0.02,0.06,benar
8.46,0.12,5.88,0.12,-0.17,0.23,3.28,-12.01,-3.09,-0.24,-2.27,0.32,benar
5.49,-0.20,8.43,-0.07,0.08,0.03,3.86,-9.32,-0.82,-0.02,-0.12,-0.03,benar
6.93,-0.59,7.02,-0.13,0.04,-0.01,4.19,-8.81,-3.11,-0.04,-0.12,0.01,benar
6.85,-0.11,7.09,-0.05,0.05,0.02,2.99,-9.37,-1.68,-0.05,-0.11,-0.07,benar
8.92,-0.26,4.64,-0.10,0.01,-0.01,3.65,-8.55,2.92,-0.09,-0.08,0.01,benar
5.22,0.09,8.46,-0.10,0.07,0.01,3.83,-9.55,-0.80,-0.06,-0.09,0.01,benar
7.90,-0.02,6.09,-0.12,0.02,0.00,2.45,-9.49,-2.49,0.05,-0.07,0.20,benar
5.89,0.82,7.80,-0.07,0.08,-0.01,5.58,-8.20,-1.95,0.02,-0.06,0.01,benar
4.80,0.45,8.53,-0.10,0.07,-0.05,4.60,-8.84,-1.02,-0.00,-0.02,-0.01,benar
7.89,0.14,5.94,-0.11,0.00,0.01,2.81,-9.14,-3.61,-0.07,-0.07,0.10,benar
7.00,-0.35,7.53,-0.06,-0.08,0.03,3.33,-9.16,-2.65,0.06,-0.24,0.18,benar
5.80,1.03,7.89,-0.10,0.12,0.01,5.40,-8.38,-1.76,0.02,-0.01,-0.00,benar
7.75,-0.54,6.19,-0.06,0.07,0.00,3.28,-9.59,-2.34,0.03,-0.14,0.03,benar
5.00,0.19,8.53,-0.10,0.01,-0.05,4.53,-9.04,-0.64,-0.10,-0.21,0.08,benar
7.24,-0.60,6.94,-0.12,0.04,-0.01,3.34,-9.74,-3.00,-0.04,-0.15,-0.02,benar
9.17,-0.20,4.54,-0.04,0.02,0.03,3.37,-8.79,2.83,0.15,-0.16,0.03,benar
5.11,-0.17,8.99,-0.14,-0.01,0.02,3.54,-9.24,-0.57,0.12,0.04,0.04,benar
4.43,-0.92,8.75,-0.06,0.11,-0.01,5.72,-8.49,-1.30,0.06,-0.06,-0.03,benar
5.24,-0.02,7.88,-0.26,0.03,-0.00,5.01,-9.10,-1.16,-0.14,0.17,0.09,benar
6.55,-0.88,7.63,-0.10,0.05,-0.04,4.39,-8.00,-3.79,0.05,-0.03,0.03,benar
5.53,-0.49,8.15,-0.09,0.06,-0.02,4.93,-9.40,-1.05,0.02,-0.02,0.01,benar
8.96,-0.49,4.47,-0.05,-0.01,-0.02,4.47,-8.18,1.89,-0.02,-0.04,0.04,benar
9.13,0.00,4.22,-0.11,0.08,-0.02,3.36,-8.71,1.97,-0.03,-0.08,0.00,benar
4.43,-0.51,8.83,-0.12,0.04,-0.01,5.69,-8.61,-1.22,0.14,-0.07,0.02,benar
4.93,-0.77,8.35,-0.13,-0.01,0.00,5.11,-8.61,-0.72,0.06,-0.02,0.03,benar
5.45,0.53,8.43,-0.10,0.06,-0.02,5.44,-8.12,-1.56,0.03,-0.07,-0.01,benar
7.75,0.21,5.98,-0.03,0.16,0.02,1.85,-9.97,-1.29,0.12,-0.06,-0.01,benar
7.33,-0.57,6.64,-0.12,0.05,0.00,2.76,-8.25,-3.68,0.17,0.04,0.01,benar
5.58,-0.52,8.24,-0.09,0.04,0.00,4.59,-8.96,-0.78,0.18,-0.01,-0.00,benar
8.65,-0.25,4.37,-0.13,0.05,-0.00,3.60,-8.66,2.80,-0.00,-0.06,0.01,benar
5.72,0.66,8.04,-0.10,0.07,-0.02,5.24,-8.45,-1.73,0.03,-0.07,-0.01,benar
5.49,-0.30,7.85,-0.14,0.04,-0.00,4.35,-9.05,-0.99,0.13,-0.09,-0.04,benar
8.18,-0.00,5.59,-0.10,0.08,-0.00,3.09,-9.40,-2.70,-0.21,-0.03,-0.00,benar
8.79,0.06,4.15,-0.08,0.06,-0.02,2.43,-9.22,3.06,0.10,-0.09,0.04,benar
5.12,-0.81,8.55,-0.08,0.06,-0.04,5.04,-8.95,-0.88,-0.12,-0.05,0.04,benar
5.86,0.79,7.60,0.00,0.05,-0.02,5.54,-7.72,-1.97,-0.06,-0.09,0.04,benar
5.47,-0.07,8.17,-0.10,0.07,0.01,5.83,-8.06,-2.09,-0.04,-0.12,0.02,benar
4.70,0.30,8.25,-0.09,0.10,0.02,4.01,-9.21,-1.00,0.07,-0.09,-0.05,benar
9.06,-0.48,4.55,-0.10,0.03,-0.01,4.88,-8.64,2.32,0.05,-0.07,0.04,benar
6.53,-0.41,7.69,-0.09,-0.02,0.03,4.75,-8.08,-3.20,0.11,-0.00,0.00,benar
6.06,0.43,7.89,-0.05,0.20,0.11,4.71,-8.89,-1.62,-0.12,-0.12,-0.06,benar
9.09,-0.16,4.25,-0.15,0.16,-0.03,3.85,-8.72,3.50,-0.09,-0.03,-0.03,benar
9.27,0.36,4.00,-0.08,0.03,-0.01,2.09,-9.09,3.06,-0.04,-0.06,0.01,benar
5.32,0.90,8.13,-0.03,0.07,0.03,5.46,-8.23,-1.47,-0.01,-0.13,-0.01,benar
8.29,-0.01,5.79,-0.12,0.09,-0.03,3.70,-8.82,-4.43,0.53,-0.01,0.40,benar
7.81,-0.03,6.02,-0.06,-0.01,-0.03,3.08,-9.36,-2.55,-0.22,-0.25,0.07,benar
10.29,-0.41,-0.74,-0.02,0.02,-0.02,9.85,-0.30,-0.95,0.22,-0.09,0.01,benar
9.01,-0.31,4.60,-0.13,0.04,0.01,3.76,-8.54,3.09,0.12,-0.10,0.02,benar
8.37,-0.05,5.82,-0.14,0.12,-0.04,3.19,-8.80,-2.80,0.03,-0.07,-0.05,benar
8.15,-0.58,6.01,-0.12,0.02,-0.01,2.99,-9.26,-3.10,-0.03,-0.04,0.04,benar
8.43,-0.37,5.34,-0.10,0.06,0.02,2.82,-9.57,-2.80,0.06,-0.12,-0.04,benar
8.47,-0.29,5.50,-0.11,-0.01,-0.03,2.61,-9.48,-2.32,0.23,-0.12,0.03,benar
5.99,0.77,7.81,-0.04,0.07,-0.04,5.48,-8.32,-1.65,0.05,-0.03,0.02,benar
8.05,-0.32,5.94,-0.10,0.03,0.04,3.34,-9.13,-2.36,-0.04,-0.01,0.04,benar
5.96,-0.48,7.77,-0.12,0.08,-0.01,4.28,-8.32,-3.24,0.11,-0.03,-0.03,benar
7.73,0.37,5.95,-0.14,0.03,0.01,3.10,-8.93,-3.16,-0.02,-0.03,0.05,benar
7.71,-0.25,5.51,-0.15,0.04,-0.05,3.17,-9.11,-3.46,0.11,-0.06,0.15,benar
8.88,-0.42,4.83,-0.12,-0.03,-0.01,3.56,-9.07,3.21,0.07,-0.05,0.04,benar
4.92,0.08,8.70,-0.07,-0.02,-0.04,3.89,-9.47,-0.66,-0.08,-0.10,0.04,benar
6.51,-0.41,7.48,-0.10,0.08,-0.02,3.62,-9.26,-2.11,-0.08,-0.11,-0.00,benar
9.30,-0.01,4.35,-0.11,0.03,0.00,2.11,-8.89,2.18,0.14,-0.04,-0.02,benar
4.76,-0.76,8.50,-0.10,0.04,0.01,5.44,-8.32,-1.03,0.24,-0.09,0.01,benar
9.30,0.31,3.81,-0.08,0.07,-0.02,2.61,-9.40,2.72,0.01,-0.12,0.04,benar
9.16,0.15,4.30,-0.05,0.07,-0.04,2.50,-8.86,3.09,0.08,-0.06,0.04,benar
5.34,-0.55,8.31,-0.11,0.04,-0.01,4.81,-8.51,-1.09,0.23,-0.05,-0.01,benar
5.05,-0.88,8.49,-0.08,-0.02,-0.01,5.08,-8.18,-0.98,0.10,-0.01,0.03,benar
7.83,0.53,5.77,-0.02,-0.01,-0.09,2.45,-9.32,-3.83,-0.07,-0.18,-0.00,benar
5.50,-0.47,8.14,-0.09,0.06,0.01,4.46,-9.24,-0.93,-0.08,-0.08,0.01,benar
4.29,-0.62,9.16,-0.11,0.02,-0.01,5.82,-8.14,-1.49,0.06,-0.07,0.03,benar
9.36,0.15,4.04,-0.10,0.02,0.01,2.38,-9.19,3.30,0.06,0.04,0.01,benar
9.15,-0.13,4.30,-0.21,0.02,-0.02,4.38,-8.76,4.13,0.01,-0.04,0.03,benar
7.50,-0.37,6.79,-0.09,-0.00,-0.04,2.30,-9.57,-2.60,-0.11,-0.08,0.04,benar
7.41,-0.12,6.02,-0.10,0.08,0.02,2.13,-8.74,-3.36,0.15,-0.18,-0.05,benar
8.66,0.21,5.04,-0.11,0.03,0.06,1.85,-8.95,-3.52,0.07,0.06,0.03,benar
5.60,-0.30,7.34,-0.07,0.04,-0.01,4.61,-9.22,-1.28,0.11,-0.09,0.03,benar
6.08,0.40,7.89,-0.07,0.06,0.02,4.77,-8.82,-1.21,-0.06,-0.18,-0.00,benar
5.39,-0.39,8.18,-0.10,0.05,-0.02,4.70,-8.81,-1.09,-0.11,-0.05,0.00,benar
8.28,-0.32,5.71,-0.04,0.02,-0.00,2.46,-9.31,-3.35,0.02,-0.09,0.08,benar
8.10,-0.85,5.57,-0.08,0.05,-0.02,4.17,-8.28,2.44,-0.05,-0.11,0.01,benar
7.52,-0.14,5.87,-0.12,0.05,0.05,2.68,-8.95,-3.34,0.25,-0.04,-0.05,benar
8.74,-0.21,6.21,-0.05,0.11,0.00,2.94,-9.31,-2.78,0.26,-0.06,0.15,benar
9.47,0.33,3.55,-0.08,0.00,0.02,2.02,-9.53,3.46,-0.03,-0.15,-0.00,benar
5.69,-0.30,7.91,-0.15,0.00,0.01,4.47,-8.46,-1.47,0.12,-0.03,0.01,benar
7.21,-0.26,6.93,0.01,0.15,0.12,2.33,-10.11,-1.28,-0.02,-0.18,0.05,benar
7.64,0.04,6.34,-0.05,0.02,-0.07,3.14,-8.56,-3.51,-0.26,-0.26,0.07,benar
7.57,-0.35,6.28,-0.08,0.06,-0.00,2.28,-9.61,-3.24,0.27,0.01,0.11,benar
8.06,-0.91,5.54,-0.13,0.02,-0.02,4.12,-8.20,2.70,0.12,0.04,0.05,benar
5.10,-0.69,8.43,-0.10,0.02,-0.00,5.26,-8.48,-1.27,0.09,-0.07,0.03,benar
9.13,-0.49,4.38,-0.09,0.05,-0.01,4.80,-8.58,2.56,-0.00,0.01,-0.00,benar
8.17,-1.15,5.63,-0.09,0.09,0.00,4.71,-8.32,2.38,-0.02,-0.04,-0.05,benar
7.89,-0.03,6.39,-0.11,0.02,0.00,3.01,-9.26,-3.10,-0.03,-0.07,0.09,benar
5.36,-0.51,8.25,-0.08,-0.06,-0.04,5.77,-7.97,-1.78,0.03,-0.09,0.06,benar
7.45,-0.18,6.20,-0.11,0.04,0.03,2.67,-9.28,-3.41,0.06,-0.05,-0.05,benar
8.56,-0.32,5.37,-0.08,0.28,-0.03,2.01,-9.61,-1.69,-0.01,-0.13,-0.11,benar
5.85,0.75,8.08,-0.08,0.02,-0.01,5.56,-8.10,-1.76,0.04,-0.07,0.04,benar
5.64,0.18,8.20,-0.16,0.05,-0.01,5.29,-8.43,-1.22,0.02,-0.03,0.01,benar
5.30,0.45,8.19,-0.10,0.05,-0.01,5.69,-8.37,-1.42,0.04,-0.03,-0.01,benar
5.47,0.57,8.05,-0.23,-0.06,-0.13,4.94,-8.70,-1.53,0.07,0.02,0.05,benar
9.41,0.26,3.54,-0.05,0.02,-0.01,2.37,-8.96,1.97,0.01,-0.04,0.02,benar
4.29,-0.68,8.99,-0.09,0.06,0.00,5.96,-8.26,-1.13,0.02,-0.07,0.01,benar
7.74,-0.63,6.74,-0.12,0.11,-0.03,3.69,-8.42,-3.48,0.07,0.03,-0.05,benar
6.18,-0.11,7.71,-0.10,0.06,-0.01,4.32,-8.48,-3.63,0.06,-0.01,-0.03,benar
7.38,-0.18,6.61,-0.10,0.03,-0.01,2.47,-9.26,-2.66,0.02,-0.09,-0.00,benar
9.07,-0.18,4.00,-0.10,0.04,-0.03,1.97,-8.62,3.01,0.15,-0.10,0.01,benar
7.34,-0.64,7.09,-0.12,0.01,-0.04,3.41,-9.37,-2.98,-0.12,-0.11,0.02,benar
7.18,-0.79,7.31,-0.10,-0.07,-0.00,3.66,-9.06,-3.06,0.00,-0.13,0.09,benar
